fid, median_age_of_earners_years_2014_15, median_aud_2011_12, sum_aud_2016_17, sum_aud_2011_12, median_aud_2014_15, median_age_of_earners_years_2013_14, median_age_of_earners_years_2012_13, median_age_of_earners_years_2017_18, median_aud_2013_14, sum_aud_2014_15, earners_persons_2011_12, median_aud_2015_16, mean_aud_2013_14, median_age_of_earners_years_2016_17, median_age_of_earners_years_2015_16, median_aud_2016_17, mean_aud_2012_13, mean_aud_2011_12, earners_persons_2015_16, median_aud_2017_18, earners_persons_2013_14, mean_aud_2016_17, sum_aud_2012_13, mean_aud_2015_16, sa2_code, median_age_of_earners_years_2011_12, earners_persons_2012_13, sa2_name, mean_aud_2014_15, median_aud_2012_13, sum_aud_2015_16, mean_aud_2017_18, earners_persons_2014_15, earners_persons_2017_18, earners_persons_2016_17, sum_aud_2013_14, sum_aud_2017_18
903,45.0,41381.0,2.60792998E8,2.16184995E8,45158.0,44.0,44.0,44.0,44005.0,2.35891702E8,4355.0,46393.0,51341.0,45.0,44.0,47881.0,49863.0,49641.0,4574.0,49975.0,4390.0,55725.0,2.15956387E8,54312.0,"212031308",44.0,4331.0,"Pearcedale - Tooradin",52514.0,42763.0,2.48425184E8,59045.0,4492.0,4719.0,4680.0,2.2538819E8,2.78635417E8
877,43.0,42187.0,3.209985E8,2.58935962E8,45116.0,43.0,43.0,43.0,44220.0,2.93838781E8,5379.0,47502.0,50432.0,43.0,43.0,47003.0,49368.0,48138.0,5646.0,49054.0,5506.0,55022.0,2.6545084E8,54262.0,"211051283",42.0,5377.0,"Mount Evelyn",51878.0,43119.0,3.06361801E8,57467.0,5664.0,5871.0,5834.0,2.77679983E8,3.37388536E8
893,42.0,40402.0,3.95095392E8,3.46594899E8,43174.0,43.0,43.0,42.0,43091.0,3.67102047E8,7591.0,44408.0,48004.0,42.0,42.0,45339.0,47001.0,45659.0,7683.0,46427.0,7493.0,51398.0,3.50063937E8,50726.0,"212021454",42.0,7448.0,"Endeavour Hills - South",48526.0,41716.0,3.89724955E8,52262.0,7565.0,7823.0,7687.0,3.59691166E8,4.08843586E8
878,44.0,44111.0,3.63248522E8,2.96280031E8,48119.0,44.0,44.0,44.0,46290.0,3.34597844E8,5904.0,49574.0,53928.0,44.0,44.0,51408.0,52680.0,50183.0,5991.0,53054.0,5940.0,58940.0,3.10390799E8,57484.0,"211051284",43.0,5892.0,"Upwey - Tecoma",55757.0,45411.0,3.44386758E8,61182.0,6001.0,6205.0,6163.0,3.20333799E8,3.79634045E8
879,44.0,39763.0,2.75906552E8,2.18593935E8,44475.0,44.0,44.0,44.0,42755.0,2.5011744E8,4335.0,45401.0,52672.0,45.0,45.0,47013.0,50507.0,50425.0,4730.0,50071.0,4463.0,56818.0,2.21473087E8,55506.0,"211051285",43.0,4385.0,"Wandin - Seville",54421.0,41819.0,2.62544577E8,59851.0,4596.0,4920.0,4856.0,2.35077095E8,2.94465454E8
880,45.0,37945.0,4.42863587E8,3.62903731E8,40227.0,45.0,45.0,45.0,39584.0,4.0083476E8,8369.0,41783.0,45089.0,45.0,45.0,43275.0,45172.0,43363.0,8777.0,45106.0,8380.0,49383.0,3.75648149E8,47804.0,"211051286",44.0,8316.0,"Yarra Valley",46264.0,38675.0,4.1957881E8,51519.0,8664.0,9165.0,8968.0,3.77843192E8,4.72172381E8
881,41.0,45918.0,5.57231732E8,2.95043504E8,50031.0,42.0,42.0,39.0,48665.0,4.08075646E8,5140.0,51117.0,59640.0,39.0,41.0,52486.0,59540.0,57401.0,7844.0,54964.0,5967.0,60920.0,3.25624232E8,60094.0,"212011287",42.0,5469.0,"Beaconsfield - Officer",59704.0,47631.0,4.71379729E8,63819.0,6835.0,10481.0,9147.0,3.55874315E8,6.68889949E8
882,46.0,38878.0,2.78294338E8,2.19326636E8,42001.0,46.0,45.0,46.0,40193.0,2.51733274E8,4732.0,42808.0,48754.0,46.0,46.0,44303.0,47641.0,46350.0,5022.0,46667.0,4810.0,53570.0,2.2596277E8,52242.0,"212011288",45.0,4743.0,"Bunyip - Garfield",50989.0,38963.0,2.62357884E8,55563.0,4937.0,5411.0,5195.0,2.34506239E8,3.00653415E8
883,45.0,42609.0,6.48608037E8,5.45842848E8,46246.0,45.0,45.0,45.0,44961.0,6.08178473E8,10252.0,46956.0,55906.0,45.0,45.0,48793.0,54075.0,53243.0,10600.0,51277.0,10318.0,60040.0,5.48703331E8,58802.0,"212011289",45.0,10147.0,"Emerald - Cockatoo",57451.0,44317.0,6.23301823E8,62741.0,10586.0,10939.0,10803.0,5.76841281E8,6.86322951E8
884,44.0,36914.0,2.26551699E8,1.64038753E8,41052.0,45.0,45.0,43.0,39052.0,1.90663396E8,3703.0,43407.0,45962.0,43.0,43.0,44652.0,45186.0,44299.0,4109.0,46281.0,3728.0,52552.0,1.65471682E8,50963.0,"212011290",44.0,3662.0,"Koo Wee Rup",48738.0,37557.0,2.09408142E8,52632.0,3912.0,4514.0,4311.0,1.7134727E8,2.3757986E8
886,38.0,43039.0,7.99627859E8,5.56352004E8,46453.0,37.0,37.0,38.0,45576.0,7.07786182E8,11926.0,47375.0,49905.0,38.0,38.0,47372.0,48524.0,46650.0,14497.0,48516.0,13126.0,52076.0,6.0660064E8,51603.0,"212011292",37.0,12501.0,"Pakenham - South",50788.0,44319.0,7.48093543E8,53761.0,13936.0,16176.0,15355.0,6.55046502E8,8.69640481E8
887,45.0,44346.0,8.72312855E8,7.45185782E8,47926.0,45.0,45.0,46.0,46994.0,8.28140086E8,13110.0,49000.0,60245.0,45.0,45.0,49083.0,59054.0,56841.0,13653.0,51353.0,13195.0,62974.0,7.74722917E8,62277.0,"212021293",44.0,13119.0,"Berwick - North",61253.0,45844.0,8.50265549E8,65386.0,13520.0,14035.0,13852.0,7.9492831E8,9.17686919E8
888,41.0,47020.0,8.72510925E8,6.56176501E8,49283.0,40.0,40.0,41.0,48124.0,7.6685533E8,12391.0,50581.0,55536.0,41.0,40.0,51645.0,54584.0,52956.0,14172.0,52611.0,12810.0,59411.0,6.78319148E8,58458.0,"212021294",39.0,12427.0,"Berwick - South",56607.0,47964.0,8.28462688E8,62656.0,13547.0,15269.0,14686.0,7.11411213E8,9.5669523E8
889,37.0,36002.0,2.07347758E8,1.55725802E8,38137.0,38.0,38.0,36.0,38086.0,1.79370463E8,4172.0,37815.0,39454.0,36.0,36.0,38878.0,38219.0,37326.0,4786.0,40209.0,4271.0,41075.0,1.59181072E8,40422.0,"212021295",38.0,4165.0,"Doveton",40218.0,37217.0,1.93461118E8,42827.0,4460.0,5280.0,5048.0,1.68507069E8,2.26125231E8
890,41.0,40069.0,2.67843979E8,2.33862217E8,41818.0,41.0,41.0,40.0,40778.0,2.4534931E8,5277.0,42532.0,44914.0,40.0,40.0,43385.0,45587.0,44317.0,5459.0,44062.0,5320.0,48566.0,2.39695727E8,46890.0,"212021297",41.0,5258.0,"Hallam",45954.0,41583.0,2.55971187E8,48718.0,5339.0,5680.0,5515.0,2.38943643E8,2.76718018E8
891,46.0,43961.0,3.53619346E8,2.82743739E8,46929.0,46.0,46.0,46.0,44961.0,3.20071304E8,4362.0,49513.0,66234.0,46.0,46.0,50080.0,64414.0,64820.0,4915.0,52262.0,4573.0,69624.0,2.89152547E8,68147.0,"212021299",46.0,4489.0,"Narre Warren North",66626.0,45332.0,3.34943079E8,76893.0,4804.0,5084.0,5079.0,3.0288842E8,3.90922955E8
894,42.0,42328.0,4.01801577E8,3.33135051E8,45476.0,42.0,41.0,41.0,44554.0,3.71190901E8,7129.0,46429.0,49051.0,42.0,42.0,46930.0,48316.0,46730.0,7593.0,48869.0,7226.0,51939.0,3.44105562E8,51830.0,"212021455",41.0,7122.0,"Narre Warren - North East",50283.0,43493.0,3.93546778E8,54307.0,7382.0,7890.0,7736.0,3.54440822E8,4.2847887E8
895,40.0,41619.0,3.70260764E8,3.01945164E8,44571.0,40.0,40.0,38.0,43310.0,3.39891236E8,6868.0,45562.0,46084.0,39.0,39.0,46024.0,45488.0,43964.0,7319.0,46712.0,7037.0,49224.0,3.09455642E8,48382.0,"212021456",40.0,6803.0,"Narre Warren - South West",47266.0,42808.0,3.54105961E8,49911.0,7191.0,7806.0,7522.0,3.24290535E8,3.89604192E8
898,37.0,44276.0,5.99650093E8,4.04910643E8,46554.0,37.0,37.0,37.0,45778.0,4.91986928E8,8119.0,47344.0,49294.0,37.0,37.0,48130.0,48517.0,49872.0,10583.0,49514.0,9158.0,52312.0,4.19524357E8,50871.0,"212031302",37.0,8647.0,"Cranbourne North",49857.0,45037.0,5.38370972E8,53835.0,9868.0,12273.0,11463.0,4.51430285E8,6.60722424E8
899,42.0,43999.0,3.40277786E8,2.25990985E8,47704.0,43.0,42.0,41.0,45752.0,2.87848696E8,4233.0,49156.0,55209.0,42.0,42.0,50678.0,53877.0,53388.0,5234.0,53619.0,4746.0,60548.0,2.42176976E8,59079.0,"212031303",42.0,4495.0,"Cranbourne South",57295.0,44762.0,3.09218158E8,62305.0,5024.0,6225.0,5620.0,2.62020431E8,3.87851027E8
900,35.0,42966.0,4.63063977E8,2.07970835E8,47241.0,35.0,35.0,35.0,45758.0,3.40292591E8,4735.0,48301.0,47553.0,35.0,35.0,48956.0,46420.0,43922.0,8054.0,49496.0,5999.0,51173.0,2.44960338E8,50282.0,"212031304",36.0,5277.0,"Cranbourne West",49097.0,45376.0,4.04967488E8,52342.0,6931.0,9712.0,9049.0,2.85273348E8,5.08345098E8
904,43.0,44966.0,4.41791849E8,3.71205965E8,47132.0,42.0,42.0,43.0,46634.0,4.0538501E8,7037.0,47372.0,54772.0,43.0,43.0,48581.0,54595.0,52751.0,7487.0,49704.0,7052.0,57894.0,3.85222902E8,56948.0,"212031457",41.0,7056.0,"Narre Warren South (East)",55380.0,46508.0,4.26367813E8,59237.0,7320.0,7765.0,7631.0,3.8625165E8,4.59976581E8
905,40.0,43471.0,4.60072072E8,3.8769848E8,45798.0,40.0,39.0,40.0,44903.0,4.28510734E8,8207.0,46568.0,49193.0,40.0,40.0,46509.0,48648.0,47240.0,8668.0,47731.0,8173.0,51862.0,3.95706572E8,51744.0,"212031458",39.0,8134.0,"Narre Warren South (West)",50206.0,44627.0,4.48513352E8,52889.0,8535.0,9029.0,8871.0,4.02057212E8,4.77537748E8
906,43.0,40418.0,3.43738645E8,2.89883283E8,42936.0,43.0,43.0,42.0,42275.0,3.19761354E8,6324.0,44289.0,48417.0,42.0,43.0,45207.0,47923.0,45839.0,6540.0,46330.0,6410.0,51783.0,3.02730662E8,50894.0,"212041309",42.0,6317.0,"Clarinda - Oakleigh South",49361.0,41636.0,3.32848137E8,53359.0,6478.0,6748.0,6638.0,3.10349995E8,3.60067736E8
907,35.0,36535.0,3.20476998E8,2.50024286E8,39225.0,36.0,36.0,35.0,39301.0,2.9034393E8,6182.0,40003.0,43179.0,35.0,36.0,40149.0,42365.0,40444.0,6734.0,40706.0,6408.0,45685.0,2.64190461E8,44841.0,"212041310",36.0,6236.0,"Clayton South",43562.0,38498.0,3.01962619E8,47345.0,6665.0,7438.0,7015.0,2.76693513E8,3.52153599E8
908,35.0,34567.0,6.27663472E8,4.4989873E8,37000.0,35.0,36.0,35.0,35594.0,5.38808532E8,11674.0,36587.0,39413.0,35.0,35.0,37323.0,39945.0,38539.0,14013.0,39276.0,12353.0,42502.0,4.73825574E8,41195.0,"212041311",35.0,11862.0,"Dandenong",41083.0,35608.0,5.77269452E8,44205.0,13115.0,15550.0,14768.0,4.86868088E8,6.87392172E8
909,41.0,37434.0,5.42429976E8,4.41910956E8,40496.0,41.0,41.0,40.0,39531.0,4.93476756E8,10692.0,40885.0,43647.0,40.0,40.0,41992.0,42893.0,41331.0,11237.0,43163.0,10820.0,47033.0,4.53846614E8,45530.0,"212041312",41.0,10581.0,"Dandenong North",44792.0,38488.0,5.11621274E8,48722.0,11017.0,11739.0,11533.0,4.72256386E8,5.71951343E8
910,47.0,43063.0,3.76434346E8,3.3511607E8,46209.0,47.0,46.0,47.0,45082.0,3.53035064E8,6326.0,47779.0,55057.0,47.0,46.0,48051.0,54069.0,52974.0,6353.0,49812.0,6266.0,58626.0,3.37285335E8,57114.0,"212041313",46.0,6238.0,"Dingley Village",55913.0,44173.0,3.62847818E8,60172.0,6314.0,6440.0,6421.0,3.44986167E8,3.87504664E8
915,35.0,37343.0,2.93898568E8,2.18935545E8,40519.0,36.0,36.0,35.0,39663.0,2.58291013E8,5548.0,41475.0,42086.0,35.0,35.0,41184.0,41305.0,39462.0,6402.0,41703.0,5732.0,43924.0,2.32343092E8,43805.0,"212041459",36.0,5625.0,"Noble Park - East",42447.0,38908.0,2.80436875E8,45110.0,6085.0,7065.0,6691.0,2.41239597E8,3.18704321E8
911,40.0,40733.0,8.0031538E8,5.09946375E8,44100.0,41.0,41.0,39.0,42789.0,6.63067461E8,11060.0,45379.0,48891.0,40.0,40.0,46015.0,47574.0,46107.0,14172.0,47046.0,12181.0,52990.0,5.5213949E8,51544.0,"212041314",41.0,11606.0,"Keysborough",50347.0,41734.0,7.30482669E8,55823.0,13170.0,15902.0,15103.0,5.95535342E8,8.87691443E8
912,42.0,40121.0,1.81143989E8,1.57178185E8,42282.0,41.0,41.0,41.0,42534.0,1.69657979E8,3680.0,42670.0,44934.0,41.0,41.0,43704.0,44624.0,42711.0,3761.0,45231.0,3683.0,47407.0,1.6136004E8,46360.0,"212041316",40.0,3616.0,"Noble Park North",45570.0,41331.0,1.74358563E8,48684.0,3723.0,3896.0,3821.0,1.65492901E8,1.89674622E8
913,36.0,33095.0,4.40453283E8,3.3954895E8,35544.0,37.0,37.0,35.0,35377.0,3.87976462E8,9333.0,35313.0,38965.0,36.0,36.0,35369.0,37805.0,36382.0,10284.0,36924.0,9323.0,40442.0,3.5227122E8,40075.0,"212041317",37.0,9318.0,"Springvale",39915.0,33960.0,4.12127989E8,42139.0,9720.0,11595.0,10891.0,3.63266438E8,4.88602565E8
914,39.0,35827.0,2.73985932E8,2.27205325E8,37869.0,40.0,40.0,38.0,37095.0,2.5150225E8,5937.0,38627.0,40109.0,39.0,38.0,39649.0,39249.0,38269.0,6346.0,40359.0,5943.0,42777.0,2.26582982E8,42129.0,"212041318",39.0,5773.0,"Springvale South",41277.0,36591.0,2.67349552E8,43909.0,6093.0,6708.0,6405.0,2.38367631E8,2.9453907E8
916,38.0,35616.0,3.94437148E8,3.0791668E8,37973.0,38.0,39.0,36.0,37668.0,3.53063381E8,8148.0,39216.0,40202.0,37.0,37.0,39231.0,39454.0,37790.0,8959.0,39918.0,8268.0,42015.0,3.17526873E8,41938.0,"212041460",39.0,8048.0,"Noble Park - West",40769.0,37025.0,3.75722419E8,43145.0,8660.0,9992.0,9388.0,3.32390011E8,4.31105973E8
917,39.0,42542.0,6.56520906E8,4.91574084E8,46336.0,39.0,39.0,39.0,45582.0,5.75632084E8,9276.0,47663.0,56494.0,39.0,39.0,47564.0,55781.0,52994.0,10195.0,49496.0,9753.0,60464.0,5.336613E8,59966.0,"212051319",39.0,9567.0,"Ashwood - Chadstone",57887.0,44224.0,6.11351509E8,62564.0,9944.0,11290.0,10858.0,5.50985389E8,7.06347697E8
918,33.0,33509.0,4.33561003E8,3.3666976E8,36577.0,33.0,32.0,32.0,36985.0,3.99952571E8,8456.0,36648.0,43959.0,33.0,33.0,35296.0,42192.0,39814.0,8989.0,34178.0,8639.0,45295.0,3.6040147E8,45882.0,"212051320",32.0,8542.0,"Clayton",44558.0,35817.0,4.12431273E8,44622.0,8976.0,10357.0,9572.0,3.79759074E8,4.62151302E8
919,47.0,38239.0,7.40166272E8,6.62369285E8,41163.0,48.0,48.0,46.0,40403.0,7.26498527E8,12552.0,40853.0,56181.0,47.0,47.0,40000.0,54371.0,52770.0,12609.0,40903.0,12525.0,57032.0,6.8121341E8,57578.0,"212051321",48.0,12529.0,"Glen Waverley - East",57308.0,39327.0,7.25998205E8,58082.0,12677.0,13332.0,12978.0,7.03667163E8,7.74344803E8
920,45.0,37094.0,6.46237818E8,5.30517277E8,41555.0,45.0,45.0,44.0,40369.0,6.03877342E8,10681.0,41681.0,53771.0,45.0,45.0,40629.0,52032.0,49669.0,11123.0,41184.0,10761.0,56209.0,5.57683096E8,55974.0,"212051322",45.0,10718.0,"Glen Waverley - West",54943.0,39167.0,6.22599323E8,57462.0,10991.0,12016.0,11497.0,5.78625416E8,6.90464878E8
921,47.0,40439.0,5.99556896E8,5.02519647E8,44475.0,48.0,48.0,46.0,43363.0,5.5885972E8,9142.0,44025.0,59390.0,47.0,47.0,44434.0,57360.0,54968.0,9355.0,44299.0,9140.0,62027.0,5.21057215E8,61627.0,"212051323",48.0,9084.0,"Mount Waverley - North",60437.0,41303.0,5.76524005E8,62757.0,9247.0,9961.0,9666.0,5.42823578E8,6.25123741E8
922,45.0,41224.0,7.15110982E8,5.68761772E8,45798.0,45.0,45.0,44.0,43854.0,6.50320376E8,10419.0,46505.0,58549.0,44.0,45.0,46393.0,57259.0,54589.0,11107.0,47729.0,10631.0,62081.0,5.99216542E8,61544.0,"212051324",45.0,10465.0,"Mount Waverley - South",60098.0,43167.0,6.83574546E8,63883.0,10821.0,12013.0,11519.0,6.22436882E8,7.67431421E8
923,42.0,42255.0,6.34255888E8,5.1825532E8,45480.0,42.0,42.0,42.0,44714.0,5.87583774E8,10399.0,46947.0,53413.0,42.0,42.0,46912.0,52206.0,49837.0,10859.0,48369.0,10629.0,57228.0,5.4544763E8,56306.0,"212051325",41.0,10448.0,"Mulgrave",54180.0,44438.0,6.11424617E8,58047.0,10845.0,11246.0,11083.0,5.6772405E8,6.52801439E8
924,40.0,42620.0,7.41164569E8,5.65895361E8,47702.0,40.0,39.0,39.0,46231.0,6.59025303E8,11225.0,48157.0,54252.0,39.0,40.0,49202.0,52561.0,50414.0,12092.0,50111.0,11550.0,58785.0,6.0087681E8,57566.0,"212051326",39.0,11432.0,"Oakleigh - Huntingdale",55850.0,44637.0,6.96090278E8,60602.0,11800.0,13203.0,12608.0,6.26614922E8,8.00134455E8
925,48.0,42291.0,7.95365969E8,7.10344885E8,45109.0,48.0,48.0,48.0,43757.0,7.75549368E8,12055.0,45732.0,61619.0,48.0,48.0,45197.0,61070.0,58925.0,12192.0,45504.0,12102.0,64230.0,7.29964328E8,64261.0,"212051327",48.0,11953.0,"Wheelers Hill",63295.0,43728.0,7.83466522E8,66880.0,12253.0,12708.0,12383.0,7.4571684E8,8.49907774E8
926,35.0,37463.0,1.89213702E8,1.44238549E8,40573.0,36.0,36.0,35.0,38993.0,1.66770269E8,3486.0,41249.0,42814.0,35.0,35.0,41578.0,42635.0,41377.0,3976.0,43579.0,3493.0,46639.0,1.44617866E8,45369.0,"213011328",36.0,3392.0,"Ardeer - Albion",44318.0,39029.0,1.80385678E8,48816.0,3763.0,4223.0,4057.0,1.49550147E8,2.06150361E8
927,40.0,43566.0,2.78896581E8,2.20784683E8,44837.0,40.0,39.0,40.0,44607.0,2.52209637E8,4632.0,45930.0,50440.0,40.0,40.0,46480.0,49575.0,47665.0,5211.0,47564.0,4785.0,52140.0,2.30029172E8,51356.0,"213011329",38.0,4640.0,"Cairnlea",50221.0,44359.0,2.67614791E8,54391.0,5022.0,5453.0,5349.0,2.41357377E8,2.96596532E8
930,42.0,41174.0,3.88836903E8,3.43206518E8,44354.0,42.0,42.0,42.0,43768.0,3.65945065E8,7362.0,45343.0,49133.0,42.0,42.0,46550.0,47747.0,46619.0,7362.0,46823.0,7205.0,52925.0,3.46020623E8,51526.0,"213011332",42.0,7247.0,"Keilor Downs",50040.0,42333.0,3.79333986E8,53880.0,7313.0,7368.0,7347.0,3.54003222E8,3.96987141E8
931,39.0,38444.0,2.77872393E8,2.39407876E8,41211.0,40.0,40.0,39.0,40038.0,2.58121622E8,5955.0,41238.0,42194.0,39.0,39.0,41394.0,41666.0,40203.0,6174.0,43026.0,5799.0,44438.0,2.43829957E8,43746.0,"213011333",39.0,5852.0,"Kings Park (Vicnp)",43171.0,40266.0,2.70087484E8,45976.0,5979.0,6498.0,6253.0,2.4468051E8,2.98751964E8
928,37.0,43196.0,6.84619608E8,5.29626429E8,45794.0,36.0,36.0,37.0,45042.0,6.19148138E8,11532.0,46737.0,48190.0,37.0,37.0,46765.0,47451.0,45927.0,12991.0,48045.0,12212.0,50950.0,5.62004986E8,50358.0,"213011330",35.0,11844.0,"Deer Park - Derrimut",48829.0,44059.0,6.54197654E8,52634.0,12680.0,13717.0,13437.0,5.8849461E8,7.21985221E8
929,40.0,40392.0,2.1296108E8,1.7663968E8,42898.0,41.0,40.0,40.0,42378.0,1.97108758E8,4090.0,43764.0,45223.0,40.0,40.0,45109.0,44225.0,43188.0,4372.0,46529.0,4104.0,48203.0,1.81985794E8,46682.0,"213011331",40.0,4115.0,"Delahey",46129.0,41180.0,2.04094222E8,50446.0,4273.0,4440.0,4418.0,1.85594002E8,2.23981059E8
932,37.0,35587.0,3.90861514E8,3.07338631E8,36877.0,38.0,38.0,35.0,36670.0,3.43885321E8,7997.0,37273.0,40024.0,36.0,36.0,37904.0,39255.0,38432.0,9077.0,37761.0,8122.0,41719.0,3.14200581E8,41248.0,"213011334",37.0,8004.0,"St Albans - North",40164.0,36366.0,3.74409275E8,42113.0,8562.0,9936.0,9369.0,3.25071204E8,4.18435747E8
941,39.0,43188.0,4.13208226E8,2.92035731E8,47000.0,39.0,39.0,38.0,45191.0,3.45612998E8,5951.0,49643.0,51367.0,38.0,38.0,51219.0,51067.0,49073.0,6665.0,53368.0,6280.0,58728.0,3.04871401E8,56631.0,"213021343",39.0,5970.0,"Altona North",53867.0,44921.0,3.77447668E8,61391.0,6416.0,7324.0,7036.0,3.22583822E8,4.49624915E8
937,39.0,42424.0,3.51341782E8,2.91396604E8,45280.0,39.0,38.0,39.0,44077.0,3.21154543E8,6176.0,46099.0,48842.0,39.0,39.0,46909.0,48485.0,47182.0,6642.0,47777.0,6322.0,52299.0,3.00169703E8,50975.0,"213011339",38.0,6191.0,"Sydenham",49907.0,43860.0,3.38573524E8,53949.0,6435.0,6849.0,6718.0,3.08777421E8,3.69493404E8
933,37.0,35930.0,3.29186064E8,2.73833901E8,36628.0,38.0,38.0,36.0,36880.0,3.00542401E8,7116.0,37374.0,39800.0,36.0,37.0,37108.0,39769.0,38481.0,7660.0,37770.0,7143.0,41241.0,2.76835266E8,40985.0,"213011335",37.0,6961.0,"St Albans - South",40201.0,37000.0,3.13947009E8,42876.0,7476.0,8358.0,7982.0,2.84294192E8,3.58358343E8
935,39.0,35701.0,2.51242392E8,1.92236944E8,37665.0,39.0,40.0,38.0,37023.0,2.2191531E8,4815.0,38648.0,41048.0,38.0,39.0,38981.0,40835.0,39925.0,5505.0,40282.0,5065.0,44155.0,1.97521041E8,43411.0,"213011337",39.0,4837.0,"Sunshine North",42069.0,36426.0,2.38976577E8,45528.0,5275.0,6024.0,5690.0,2.07907721E8,2.74258349E8
934,36.0,36438.0,2.49250714E8,1.8353789E8,38264.0,36.0,37.0,35.0,38222.0,2.1709668E8,4450.0,39625.0,43701.0,35.0,36.0,40008.0,42997.0,41244.0,5158.0,41723.0,4568.0,46975.0,1.88929188E8,45577.0,"213011336",37.0,4394.0,"Sunshine",44873.0,37772.0,2.3508368E8,48530.0,4838.0,5623.0,5306.0,1.99624452E8,2.72886155E8
940,41.0,43631.0,5.93825718E8,4.97099419E8,47614.0,41.0,41.0,40.0,46692.0,5.48561493E8,10379.0,49358.0,51047.0,41.0,41.0,50018.0,49950.0,47895.0,10578.0,52072.0,10411.0,55384.0,5.08593193E8,53879.0,"213021342",40.0,10182.0,"Altona Meadows",52065.0,45693.0,5.69932202E8,57686.0,10536.0,10827.0,10722.0,5.31445173E8,6.24564813E8
936,38.0,38644.0,4.24313959E8,3.18575447E8,40675.0,38.0,39.0,37.0,39832.0,3.77323142E8,7627.0,41296.0,43523.0,37.0,37.0,41970.0,43589.0,41769.0,8857.0,43417.0,8142.0,46262.0,3.37856329E8,45099.0,"213011338",39.0,7751.0,"Sunshine West",44511.0,40018.0,3.99440328E8,47974.0,8477.0,9589.0,9172.0,3.5436155E8,4.60025178E8
938,45.0,43661.0,6.68507556E8,5.51815508E8,47353.0,44.0,44.0,46.0,46161.0,6.16096205E8,10722.0,48719.0,54819.0,45.0,45.0,49266.0,53019.0,51466.0,11214.0,51181.0,10861.0,59646.0,5.70956971E8,57854.0,"213011340",44.0,10769.0,"Taylors Lakes",56362.0,44787.0,6.4877622E8,61177.0,10931.0,11238.0,11208.0,5.95384989E8,6.87511481E8
939,43.0,46269.0,5.16868678E8,3.69438178E8,51478.0,43.0,43.0,43.0,50710.0,4.48054168E8,6886.0,53532.0,58832.0,43.0,43.0,54168.0,56677.0,53651.0,7610.0,57585.0,7126.0,65344.0,3.94757807E8,63487.0,"213021341",43.0,6965.0,"Altona",60523.0,48723.0,4.8313254E8,69301.0,7403.0,7942.0,7910.0,4.1924024E8,5.50392509E8
942,41.0,52991.0,8.42700631E8,6.04109032E8,59917.0,40.0,40.0,41.0,57599.0,7.35169208E8,9431.0,62029.0,69088.0,41.0,41.0,63703.0,66402.0,64056.0,10489.0,66161.0,9889.0,76882.0,6.4157787E8,75204.0,"213021344",40.0,9662.0,"Newport",72132.0,55542.0,7.88814906E8,80219.0,10192.0,11216.0,10961.0,6.83212745E8,8.99736722E8
943,41.0,46889.0,1.64477004E8,1.38780581E8,49618.0,41.0,41.0,41.0,47502.0,1.53134509E8,2668.0,50940.0,53181.0,41.0,41.0,51243.0,52420.0,52017.0,2783.0,52078.0,2785.0,57349.0,1.42948697E8,56983.0,"213021345",41.0,2727.0,"Seabrook",54966.0,47937.0,1.58582614E8,60249.0,2786.0,3015.0,2868.0,1.4810935E8,1.81650031E8
944,47.0,54308.0,8.48889914E8,6.53117686E8,60111.0,46.0,46.0,47.0,57718.0,7.70959264E8,8806.0,61220.0,79946.0,47.0,47.0,62563.0,77761.0,74167.0,9534.0,63892.0,9141.0,87460.0,6.94640373E8,85094.0,"213021346",46.0,8933.0,"Williamstown",82819.0,57550.0,8.11289142E8,90668.0,9309.0,9996.0,9706.0,7.30790122E8,9.06318222E8
949,36.0,42967.0,4.02860269E8,2.8373593E8,48038.0,36.0,37.0,36.0,46072.0,3.54380292E8,5833.0,48682.0,52318.0,36.0,36.0,50429.0,51242.0,48643.0,6751.0,51551.0,6239.0,57404.0,3.07761121E8,55182.0,"213031351",37.0,6006.0,"West Footscray - Tottenham",53792.0,45533.0,3.72532094E8,59885.0,6588.0,7297.0,7018.0,3.26411252E8,4.36982371E8
945,35.0,37970.0,4.81246701E8,3.1953971E8,41650.0,35.0,35.0,34.0,41092.0,4.00823344E8,7400.0,42143.0,46384.0,34.0,34.0,43162.0,46129.0,43181.0,9056.0,43989.0,7906.0,49839.0,3.50856218E8,48696.0,"213031347",35.0,7606.0,"Braybrook",47351.0,40531.0,4.40990862E8,51530.0,8465.0,10124.0,9656.0,3.66710531E8,5.2168865E8
962,42.0,42217.0,5.20977475E8,4.70443246E8,44223.0,42.0,42.0,40.0,43738.0,4.84225169E8,9973.0,44684.0,48482.0,40.0,41.0,44762.0,48087.0,47172.0,10045.0,45768.0,9710.0,50331.0,4.70099433E8,49584.0,"213051362",42.0,9776.0,"Hoppers Crossing - South",48852.0,43214.0,4.980682E8,51319.0,9912.0,10645.0,10351.0,4.70762118E8,5.46294498E8
946,33.0,39512.0,5.43435818E8,3.41634686E8,42376.0,33.0,33.0,33.0,41575.0,4.45189256E8,7510.0,43427.0,48180.0,33.0,33.0,44970.0,46902.0,45491.0,9544.0,46955.0,8356.0,52664.0,3.71466513E8,50887.0,"213031348",33.0,7920.0,"Footscray",49954.0,40276.0,4.85662244E8,55519.0,8912.0,10932.0,10319.0,4.02595355E8,6.0693152E8
